Course,Course_code,Unit_code,Unit,Overview,Outcomes,Prerequisite,Prohibition,Corequisite
Bachelor of Applied Data Science,S2010,ATS2250,ATS2250 - Communications and cultures in the global era,"The unit covers how people from different cultural backgrounds communicate or miscommunicate and how they can overcome any difficulties, resulting from cultural diversities.
Today, intercultural interactions are part of everyday encounters in most work places. It is essential for future workforces to be equipped with knowledge and skills for cross-cultural … For more content click the Read more button below.
For effective learning outcomes, the unit employs interdisciplinary insights from communications, anthropology, cultural studies and psychology (e.g. E. Hall, W. Gudykunst). The unit also touches upon how ethnic groups utilise the media to express their identities, with reference to migrants in Australia, e.g. Chinese, Korean, Southeast Asian migrants.","Have been exposed to, and have a competent understanding of contemporary scholarship on the relationships between communications and culture;| Have acquired an informed understanding of how different worldviews impact on communications;| Have come to understand the processes of immigrants' economic and cultural adaptations as part of their development of effective intercultural communications;| Have obtained in-depth understanding of nonverbal communications;| Have developed greater capacities to deal with inter-ethnic tension for effective communications;| Have come to understand a range of theories on intercultural communications, e.g., cultural convergence theory, identity management theory, identity negotiation theory, communication accommodation theory, and cultural schema theory;| Have acquired an informed understanding of how ethnic identities and immigrant life are represented through a range of media.",,,
Bachelor of Applied Data Science,S2010,ATS2280,ATS2280 - Video games: Industry and culture,"Video games have become a major media industry, generating large revenues and exerting an ongoing impact on older media forms. From game consoles to social media platforms to mobile devices, they account for an increasing share of media experience and have taken a central place in a number of key … For more content click the Read more button below.
This unit will introduce the field of Games Studies by discussing a number of key debates, themes and theories concerning the operation of the games industry; the experience of gaming; the cultural impact of games; and games' relationship with other, older media forms.",demonstrate a familiarity with video games as an object of academic investigation;| draw upon experiences of gaming in order to develop new perspectives on the role of media in society and everyday life;|  critically engage with current debates about ethical and other dimensions of game playing;| think critically about game playing and communicate the results of this critical thinking in appropriate scholarly language.,,,
Bachelor of Applied Data Science,S2010,ATS2324,ATS2324 - Climate change communication,"In this unit students examine the intersection of science, politics and media relating to climate change, using the Australian context as a case study. You will consider six barriers to the successful communication of climate change: the nature of climate change itself, the nature of scientific cultures, the denialist industry … For more content click the Read more button below.",Discuss the climate change communication problem and the roles of diverse media in both the problem and solutions;| Explain the challenges faced by scientists and other communicators when presenting climate science;| Critically analyse aspects of human beliefs and behaviour associated with climate change and how they relate to climate change communication;| Critically evaluate the political context of climate change in Australia and internationally and its impact on climate change communication and action;| Communicate climate change and related issues to a broad range of audiences.,,,
Bachelor of Applied Data Science,S2010,ATS2910,ATS2910 - Professional and academic presentation skills,"In this unit, students participate in learning practices and activities directly concerned with presentation skills as practiced in academic and professional environments. Students are introduced to key performance presentation concepts and given the opportunity to practice and develop associated skills through facilitated workshops. The unit approaches the study and enhancement … For more content click the Read more button below.
1. Oral presentation: Students will be introduced to vocal theory and practical exercises. Through workshops students are given the opportunity to develop vocal confidence and dexterity with focus on Mastering Language (English pronunciation), Expanding Voice, Refining Voice and Delivery (including microphone technique).
2. Physicality and Presence: Students will be introduced to theory and practices in building confidence in physical presentation and gaining an understanding of stage presence.
3. Roleplaying and Teamwork: Students are given the opportunity to apply their skills and develop strategies toward team tasks in professional and academic environments.
Through these approaches, students not only engage with concepts from new perspectives, but apply, practice and develop skills through real world application.","Identify, discuss and apply theoretical concepts associated with vocal and physical presentation skills| Contribute meaningfully to group-tasks and reflect on key components of such contribution| Undertake collaborative projects with scholars from other disciplines| Utilise practical strategies to present findings in a range of academic and professional contexts with confidence and clarity",,,
Bachelor of Applied Data Science,S2010,STA1010,STA1010 - Statistical methods for science,"Descriptive statistics, scatter plots, correlation, line of best fit. Elementary probability theory. Confidence intervals and hypothesis tests using normal, t and binomial distributions. Use of computer software. Formal treatment of statistical analyses and the role of probability in statistical inference.","Understand the key steps of the scientific method and how it can be applied to real problems that involve data analysis and interpretation;| Appreciate how statistical data is collected, analysed and stored;| Understand the meaning of population parameters such as mean, standard deviation, and median;| Understand the importance of statistical techniques in the analysis of data;| Present and interpret data graphically;| Determine confidence intervals for population parameters, and distinguish between a population parameter and a sample statistic;| Determine the appropriate statistical technique for a given context;| Perform simple statistical operations using Excel;| Take a random sample from a population and determine whether data fits a statistical hypothesis;| Prepare and write a scientific report.",,,
Bachelor of Applied Data Science,S2010,MTH2137,MTH2137 - Number theory and cryptography,"Prime numbers; Euclidean algorithm; congruences; the Euler totient function; the theorems of Fermat, Euler and Wilson; RSA public key cryptosystem; Chinese remainder theorem; quadratic reciprocity; primitive roots; factorisation and primality testing algorithms; secure key exchange; elliptic curve cryptography.","Apply the classification of numbers and analyse their relationships, such as divisibility and primality;| Illustrate the power of pure mathematics and appreciate its beauty;| Demonstrate an understanding of the fundamental concepts of number theory;| Explain how thousands of years of pure mathematical developments have enabled secure electronic communication and commerce;| Employ fundamental number theoretic algorithms for a range of tasks including exchanging information securely and testing whether numbers are prime.",,,
Bachelor of Applied Data Science,S2010,MTH3137,MTH3137 - Number theory and cryptography (Advanced),"Prime numbers; Euclidean algorithm; congruences; the Euler totient function; the theorems of Fermat, Euler and Wilson; RSA public key cryptosystem; Chinese remainder theorem; quadratic reciprocity; primitive roots; factorisation and primality testing algorithms; secure key exchange; elliptic curve cryptography.","Apply the classification of numbers and analyse their relationships, such as divisibility and primality;| Illustrate the power of pure mathematics and appreciate its beauty;| Demonstrate a deep understanding of the fundamental concepts of number theory;| Develop proofs involving number theoretic insights and techniques;| Demonstrate advanced problem solving and theorem proving skills;| Explain how thousands of years of pure mathematical developments have enabled secure electronic communication and commerce;| Analyse fundamental number theoretic algorithms for a range of tasks including exchanging information securely and testing whether numbers are prime.",,,
Bachelor of Applied Data Science,S2010,MTH2141,MTH2141 - Algebra 1: Group theory,"Groups in geometry, linear algebra, and number theory; cyclic and abelian groups; permutation groups; subgroups, cosets and normal subgroups and quotient groups; homomorphisms, isomorphisms and isomorphism theorem; group actions; Sylow theorems, group presentations.",Communicate the beauty and the power of pure mathematics;| Capture the mathematical notion of symmetry via group theory;| Apply the fundamental concepts of abstract algebra;| Explain the notion of proof in mathematics and be able to carry out basic proofs;| Describe the power of the generality of the concepts in group theory;| Pursue further studies in abstract algebra and pure mathematics more generally.,"MAT1830, ENG1005, MTH1030, MTH1035","MTH2121, MTH3141",
Bachelor of Applied Data Science,S2010,MTH3141,MTH3141 - Algebra 1: Group theory,"Groups in geometry, linear algebra, and number theory; cyclic and abelian groups; permutation groups; subgroups; cosets; normal subgroups and quotient groups; homomorphisms, isomorphisms and isomorphism theorems; group actions; Sylow theorems and group presentations.",Communicate the beauty and the power of pure mathematics;| Capture the mathematical notion of symmetry via group theory;| Apply the fundamental concepts of abstract algebra;| Explain the notion of proof in mathematics and be able to carry out basic proofs;| Describe the power of the generality of the concepts in group theory;| Pursue further studies in abstract algebra and pure mathematics more generally.,"MTH2021, MTH2025, MTH2137","MTH2141, MTH3121, MTH2121",
Bachelor of Applied Data Science,S2010,MTH2132,MTH2132 - The nature and beauty of mathematics,"This unit is intended for students with little or no mathematical background. Through the discussion of historical, practical and conceptual questions, it will emphasise the beauty and the power of mathematics. The number of topics covered will be very broad. These will include, amongst many others:

Symmetry (regular solids, tilings, … For more content click the Read more button below.
Fibonacci numbers and Golden Ratio
Optimal design (soap bubble maths, minimal networks)
Mathematical soul capturing (the maths of juggling and lacing shoes)
Visualising the 4th dimension
The shape of space (Mobius bands, Klein bottles, ""pacman"" spaces)
Infinity.
",Appreciate the beauty and power of mathematics;| Understand the fundamental concepts of number theory and geometry;| Understand the notion of proof in mathematics and carry out basic proofs;| Appreciate the historical interplay between mathematics and attempts to understand the physical world;| State some of the great unsolved problems in modern mathematics.,,,
Bachelor of Applied Data Science,S2010,MTH3150,MTH3150 - Algebra 2: Rings and fields,"Rings, fields, ideals, number fields and algebraic extension fields. Coding theory applications of finite fields. Gaussian integers, Hamilton's quaternions. Euclidean Algorithm in rings.","Formulate abstract concepts in algebra;| Use a variety of proof-techniques to prove mathematical results;| Work with the most commonly occurring rings and fields: integers, integers modulo n, matrix rings, rationals, real and complex numbers, more general structures such as number fields and algebraic extension fields, splitting fields, algebraic integers and finite fields;| Demonstrate understanding of different types of rings, such as integral domains, principal ideal domains, unique factorisation domains, Euclidean domains, fields, skew-fields; amongst these are the Gaussian integers and the quaternions - the best-known skew field;| Demonstrate understanding of the classification of finite fields;| Generalise known concepts over the integers to other domains, for example, use the Euclidean algorithm or factorisation algorithms in the algebra of polynomials;| Construct larger fields from smaller fields (field extensions and splitting fields);| Apply field theory to coding theory and understand the classification of cyclic codes.","MTH3121, MTH2141, MTH3141, MTH2121",,
Bachelor of Applied Data Science,S2010,MTH3170,MTH3170 - Network mathematics,"This unit provides an introduction to graph theory, which is the mathematics of networks. Topics covered include trees, Eulerian tours, Hamiltonian cycles, shortest path problem, bipartite graphs, matchings, graph colouring, max-flow problem, graph connectivity, independent sets, planarity, random graphs. Applications to a variety of the sciences will be presented. You … For more content click the Read more button below.","Apply the basic concepts of graph theory.| Demonstrate the importance and breadth of applications of graph theory in mathematics and the sciences, especially computer science.| Apply some of the most famous theorems of graph theory such as the max-flow-min-cut theorem, the marriage theorem, and the 4-colour theorem.| Construct basic mathematical proofs of theorems about graphs.| Execute and analyse algorithms for solving various graph optimisation problems.| Demonstrate advanced problem solving skills, both individually and collectively with staff and fellow students.| Demonstrate advanced skills in the written and oral presentation of mathematical arguments.","MTH3121, MTH3130, MTH1035, MTH2140, FIT2014, MTH2025, MTH3140, MTH2121, MTH3110",MTH3175,
Bachelor of Applied Data Science,S2010,MTH3175,MTH3175 - Network mathematics (Advanced),"This unit provides an introduction to graph theory, which is the mathematics of networks. Topics covered include trees, Eulerian tours, Hamiltonian cycles, shortest path problem, bipartite graphs, matchings, graph colouring, max-flow problem, graph connectivity, independent sets, planarity, random graphs. Applications to a variety of the sciences will be presented. You … For more content click the Read more button below.","Apply the basic concepts of graph theory;| Demonstrate the importance and breadth of applications of graph theory in mathematics and the sciences, especially computer science;| Apply some of the most famous theorems of graph theory such as the max-flow-min-cut theorem, the marriage theorem, and the 4-colour theorem;| Understand, construct and write mathematical proofs of theorems about graphs;| Execute and analyse and prove correctness of algorithms for solving various graph optimisation problems;| Demonstrate advanced problem solving skills, both individually and collectively with staff and fellow students;| Demonstrate advanced skills in the written and oral presentation of mathematical arguments.",,,
Bachelor of Applied Data Science,S2010,BIO1011,BIO1011 - Blueprints for life,"This unit will explore the fundamental processes and patterns common to all life on Earth. It will examine how living organisms grow, develop diverse and complex structures, harness and utilise energy and transmit their life blueprints to the next generation. In this unit, you will progress through fundamental themes in … For more content click the Read more button below.
You will undertake self-directed learning through the online environment. These online activities, readings and instructional videos will be complemented by face-to-face workshops where they will collaborate with peers and teaching staff to deepen your understanding of the biological concepts introduced each week. You will gain hands-on experience and develop experimental and analytical skills in the laboratory environment. Optional drop-in tutorials are available for additional learning support. BIO1011 is ideally paired with BIO1022 and/or BIO1042.","Identify and describe the concepts, processes and practical applications of cell biology, biochemistry, genetics, molecular biology and microbiology in society and everyday human life;| Demonstrate proficiency in communicating scientific results through a range of formats (written and oral);| Formulate hypotheses, collect experimental data and demonstrate proficiency in interpreting their results;| Demonstrate competence and precision in the use of common life sciences equipment and techniques;| Utilise research skills including database searches to synthesise and interpret information related to scientific research, using appropriate conventions for scientific attribution;| Work effectively, responsibly, safely and ethically, both individually and in peer or team contexts",,,
Bachelor of Applied Data Science,S2010,BIO1022,BIO1022 - Life on Earth,"This unit views the extraordinary diversity of life on Earth through the prism of evolutionary theory and in the context of human and environmental health. You  will examine how animals and plants, through the agents of gene mutation and natural selection, are able to adapt to new and changing environments. … For more content click the Read more button below.
You will undertake self-directed learning through the online environment. These online activities, readings and instructional videos will be complemented by face-to-face workshops where they will collaborate with peers and teaching staff to deepen their understanding of the biological concepts introduced each week. You will gain hands-on experience and develop experimental and analytical skills in the laboratory environment. Optional drop-in tutorials are available for additional learning support. This unit is ideally paired with BIO1011 and/or BIO1042.","Identify and describe the role of biological concepts and processes of evolution, plant and animal physiology, reproduction and life history strategies and core ecological concepts in society and everyday human life;| Demonstrate proficiency in communicating scientific results through a range of formats (written and oral);| Formulate hypotheses, collect experimental data and demonstrate proficiency in interpreting their results;| Demonstrate competence and precision in the use of common life sciences equipment and techniques;| Utilise research skills including database searches to synthesise and interpret information related to scientific research, using appropriate conventions for scientific attribution;| Work effectively, responsibly, safely and ethically, both individually and in peer or team contexts.",,,
Bachelor of Applied Data Science,S2010,PHY2011,"PHY2011 - Neuroscience of communication, sensory and control systems","This unit studies how the cells in our body communicate to each other, using fast and slow response systems, and how our bodies use these systems to gain information about the world through our senses and then respond using the muscle systems of our limbs and internal organs and the … For more content click the Read more button below.","Identify the structures of the nervous, sensory, muscular and endocrine systems;| Explain how physiological systems function to detect, communicate, analyse and respond to stimuli under normal conditions;| Apply knowledge of these physiological systems to determine how they respond to changes in physiological states under normal activity (e.g., exercise) or environmental demands (e.g., living in cold condition;| Predict how perturbations to physiological systems, such as diseases and normal ageing, effect their functioning;| Accurately perform common biomedical calculations used in research;| Collect, analyse, and interpret experimental data while considering variability inherent in working with biological tissue.",,,
Bachelor of Applied Data Science,S2010,PHA2022,PHA2022 - Drugs and society,"This unit provides you with an introduction to the pharmacological principles underlying drug action, and the factors that influence their use as therapeutics.  Specific examples of drugs used for therapeutic and social reasons are discussed with an emphasis on the social issues associated with drug availability and use. You will … For more content click the Read more button below.
Throughout this unit, the emphasis is on the application of knowledge and the development of a range of skills, including critical thinking, teamwork and communication, that will help prepare you for a range of career paths, including postgraduate study.","Discuss the targets of drug action, their mechanisms of action and the factors that influence their use as therapeutics;| Apply knowledge of drug action to discuss the risks and benefits of drug use and some of the non-pharmacological issues associated with drugs in our society;| Discuss the steps involved in the discovery, development and regulation of drugs from bench to market;| Demonstrate the ability to obtain, present and interpret data from pharmacological experiments;| Demonstrate the ability to source, evaluate and use information from a range of sources to critically analyse socially relevant drug controversies;| Demonstrate the ability to work effectively as part of a team to complete in-class and project activities.",,,
Bachelor of Applied Data Science,S2010,ATS1310,ATS1310 - Extreme earth! Natural hazards and human vulnerability,"This unit takes as its starting point the catastrophes of our world today, such as droughts, earthquakes, epidemics, fires, floods, hurricanes, landslides, tsunamis and weather extremes, and seeks to provide a blended understanding between the mechanics and dynamics of these environmental phenomena with the social contexts in which these disasters … For more content click the Read more button below.","Gain awareness of the range of environmental processes that are recognised as hazards to human lives, livelihoods and settlements| Understand the nature and origin of hazardous environmental processes, including concepts of event magnitude and frequency of occurrence| Appreciate regional variations in the characteristics of environmental and socio-economic processes that produce catastrophes| Recognize the social and demographic factors through which an environmental process becomes a human disaster| Appreciate the range of factors than may influence the vulnerability of particular regions or communities to hazardous environmental processes| Be able to summarise and discuss some of the strategies used to minimise the risk of environmental disaster and to respond to disasters that occur.",,,
Bachelor of Applied Data Science,S2010,EAE1011,"EAE1011 - Earth, atmosphere and environment 1","This unit is a core unit for further studies in Geology, Atmospheric Science, Climate Studies, Earth Science, Environmental Earth Science and Geographical Science.The Earth is a constantly changing complex system involving many physical, chemical, and biological processes. This unit is an introduction to the science used to understand the Earth … For more content click the Read more button below.","Define the structure and materials of the whole Earth, including the core, mantle, lithosphere, land surface, oceans and atmosphere and describe how our understanding of these has changed over time.| Summarise how the energy, water, biogeochemical, rock, and plate tectonic cycles work, and explain how they act to change the Earth system over time.| Synthesise and explain the physical, chemical, and biological processes that have shaped and continue to change the solid Earth, land surface, oceans, and atmosphere.| Demonstrate how scientists collect, record, visualise, map, and analyse data in space and time to observe, model and predict deep Earth, climate, and surface processes.",,,
Bachelor of Applied Data Science,S2010,EAE1022,"EAE1022 - Earth, atmosphere and environment 2","This unit is a core unit for further studies in Geology, Atmospheric science, Climate studies, Earth science, Environmental Earth science and Geographical science.
We live on a constantly changing planet. This unit looks at the physical, chemical and biological processes that have shaped, and continue to shape, the planet over … For more content click the Read more button below.
The scientific and modelling techniques we use to understand and predict how the Earth’s natural resources are established and maintained will be explored. Further, as we move forward in a world with increasing human influence, we examine the role of sustainable management of these resources.  At the completion of this unit, you will have a clear understanding of  natural and human influence on the biosphere, hydrosphere, cryosphere, pedosphere, lithosphere and atmosphere.","Synthesise and explain how the fundamental physical, chemical, and biological processes change the earth's surface over time, including how they affect and shape landforms, ecosystems, weather and climate.| Identify, evaluate and describe the relative contributions of natural and human processes to changes in the Earth's lithosphere, pedosphere, biosphere, cryosphere, atmosphere, and hydrosphere and describe the implications for ecosystem productivity.| Analyse the natural resources required to support ecosystems, the human impact on these natural resources and ecosystems, and their sustainable management.| Collect and use observations to examine, visualise and map how the processes regulating the Earth System operate in the real world.| Describe the role of modelling for understanding how natural and human processes influence the Earth System and evaluate the utility of modelling for prediction for a variety of applications.| Understand the science involved in modelling future environments, based on our past and present understanding of Earth's surface processes.",,,
Bachelor of Applied Data Science,S2010,EAE2111,EAE2111 - Introduction to climate science,"From the humid tropics to the polar deserts, Earth's diverse array of climates are the result of complex physical, chemical and biological processes and their interactions. This unit provides an introduction to the Earth's climate system and its operation. You will gain an appreciation of the climate of the Earth's … For more content click the Read more button below.","Define the concept of 'climate' and key processes that regulate the climate on the global, regional and micro-scales;| Describe how various elements of the climate system are measured and observed, including the instruments employed, how they operate, and application to real-world climate problems;| Describe how the climate varies on a number of time and space scales. Explain some of the key physical mechanisms and their interactions that cause these variations, and appreciate their complexity;| Know some of the modifications made by humans that can influence the climate and the associated processes by which this occurs;| Communicate complex concepts in climate science to scientific and non-scientific audiences.",,,
Bachelor of Applied Data Science,S2010,EAE2122,EAE2122 - Introduction to atmospheric physics and dynamics,"This unit examines atmospheric thermodynamics and dynamics, including cloud processes, the dynamics and prediction of severe storms (including tornadoes and tropical cyclones), the structure and evolution of extra-tropical cyclones and their associated fronts, and the techniques used in forecasting the day-to-day weather.","Describe the basic thermodynamics of the atmosphere and the forces acting upon it, and explain how these forces lead to atmospheric motions;| Identify and describe the main processes leading to the formation of clouds;| Distinguish and classify different cloud types;| Apply conceptual knowledge of the atmosphere to real-life weather systems, including severe storms, tornadoes and tropical cyclones, and use appropriate techniques for forecasting day-to-day weather;| Integrate key concepts of atmospheric physics and dynamics to analyse and solve quantitative meteorological problems| Interpret quantitative meteorological information using appropriate mathematical, statistical, and graphical tools.",,,
Bachelor of Applied Data Science,S2010,EAE2322,EAE2322 - Environmental earth science,"Soils, water and vegetation are intimately related components of the natural environment which are critical to the development, maintenance and functioning of ecosystems. This unit will introduce you to concepts and processes in the
biotic and abiotic components of natural ecosystems and how humans influence these processes. This unit will … For more content click the Read more button below.","Identify the biotic and abiotic processes which support the development of Earth's biosphere and lead to the formation of soils and sediments, and how they interact to influence water quality and vegetation;| Demonstrate practical, hands-on experience in field description and laboratory analysis of vegetation, water quality sediments and soils;| Identify key soil- and sediment-forming materials and processes;| Explain the role of plants, vegetation and microorganisms in ecosystem functioning;| Analyse interactions between Australia's unique soils, water and vegetation and to apply this knowledge to the future conservation and management of these resources.",,,
Bachelor of Applied Data Science,S2010,EAE2511,EAE2511 - Deep earth processes,"When geologists look at the Earth, they see an ever changing surface driven by geological processes. This unit covers the processes that build and modify the Earth's crust. This unit uses plate tectonics to define the major geological environments and then delves into where and how mountain belts form, how … For more content click the Read more button below.","Interpret geological processes in the context of global tectonic settings and to demonstrate a broad, integrated overview of crustal processes on planet Earth;| Analyse igneous, metamorphic rocks and their deformation (structures);| Interpret tectonic environments from igneous, metamorphosed and deformed rocks;| Reconstruct the link between the variety of rock types and plate tectonics. How mountain-building and continental rifting processes drive processes that give rise to this variety.",,,
Bachelor of Applied Data Science,S2010,EAE2522,EAE2522 - Earth surface dynamics,"This unit focuses on the methods used to decipher the geological history the Earth from the sedimentary rock record. Topics covered include sedimentology, sedimentary petrology, stratigraphy, physical volcanology and palaeontology. We will explore the formation of sedimentary basins in the context of plate tectonics and how basins and their resources … For more content click the Read more button below.","Appreciate the global tectonic context of sedimentary basins;| Comprehend the principles of stratigraphy and how geologists determine the age of sedimentary and volcanic rocks;| Apply the techniques of sedimentology, physical volcanology, stratigraphy and palaeontology to reconstruct the geological and paleoclimate record of sedimentary basins;| Understand how basin evolution is evaluated by the use of geophysical techniques;| Apply geological principles to explore for and manage the resources and uses of sedimentary basins, including water and mineral resources, carbon capture and storage, and geothermal energy.",,,
Bachelor of Applied Data Science,S2010,ECC1000,ECC1000 - Principles of microeconomics,This unit provides you with an introduction to microeconomics. You will be given the tools to understand basic economic ideas and to apply your learning to analyse economic applications in everyday life. It begins with an introduction to supply and demand and the basic forces that determine an equilibrium in … For more content click the Read more button below.,"understand the 'economic way of thinking' about a broad range of individual, business and government choices and decisions| apply economic principles to explain and analyse economic institutions, economic decisions and performance| recognise regulatory and political environments and how they impact on business.",,"ECF1100, ECW1101, ECB1101",
Bachelor of Applied Data Science,S2010,ECC1100,ECC1100 - Principles of macroeconomics,"This unit introduces students to macroeconomics, from the leading schools of thought and the microeconomic underpinnings to policy analysis. You will develop a broad understanding of the various indicators of macroeconomic performance of a country, such as inflation, unemployment and economic growth, as well as their interrelation, strengths and deficiencies. … For more content click the Read more button below.",interpret recent movements in key economic indicators of the Australian and other economies and appreciate some of the definition and measurement problems associated with the available data| understand the importance of distinguishing between the short-run and long-run impacts of macroeconomic policy| apply economic analysis appropriate to achieving an understanding of the working of the macroeconomy| recognise the significance of Australia's economy in relation to the rest of the world and the implications of this interdependence for the balance of payments and exchange rate| understand regulatory and political environments and how they impact on business and the economy.,,"ECX1200, ECB1102, ECF1200, ECW1102",
Bachelor of Applied Data Science,S2010,ECX1200,ECX1200 - Macroeconomics,"This unit uses aggregate demand and supply analysis as a tool for identifying and explaining the business cycle, output growth employment, inflation and the current account deficit. The investigation will illustrate the impact of the macroeconomy on decisions by firms and other economic agents in the economy and the effect … For more content click the Read more button below.","understand and evaluate the importance of factors that determine aggregate output, unemployment, interest rates, inflation and the exchange rate| appreciate the influence of macroeconomic conditions on decision making in government, business and international trade| analyse and critically evaluate policies designed to affect individual behaviour and aggregate outcomes.",,"ECW1102, ECB1102, ECF1200, ECC1100, ECS1102",
Bachelor of Applied Data Science,S2010,ECC2400,"ECC2400 - Design and evaluation of economic, public, and social programs",This unit provides an introduction to evidence-based methods for analysing a range of challenging social and economic problems that society is faced with. The key emphasis is on the applications of econometric methods to microeconomic and experimental data for a range of policy-relevant issues. You will learn to apply economic … For more content click the Read more button below.,"identify and describe the way in which economists apply microeconomic theories and concepts to analyse various economic and social problems| identify and describe the way in which economists evaluate theories and policies| apply empirical methods to test the predictions of economic theories and evaluate the effectiveness of economic, public, and social programs| critically evaluate and effectively communicate current debates on policy-relevant issues| demonstrate the ability to evaluate the contributions and limitations of economic analysis for understanding and informing policy options.","ECW1101, ECB1101, ECC1000, ECF1100",,
Bachelor of Applied Data Science,S2010,ECC2000,ECC2000 - Intermediate microeconomics,"This unit develops understanding of individual decision making in consumption and production. It introduces theory of consumer choice, including applications to income-leisure choice. In the theory of production, it develops the concept of allocative efficiency and implications for input pricing. Various market structures are analysed: competition, monopoly, monopolistic competition and … For more content click the Read more button below.",analyse decision-making by individual consumers and producers| understand decision making in game-theoretic set ups| analyse price determination in product and input markets under various conditions| analyse and critically evaluate policies designed to affect individual behaviour and market outcomes.,"ECB1101, ECW1101, ECC1000, ECF1100, ECS1101","ECF2731, ECS2731, ECW2731, ECB2731",
Bachelor of Applied Data Science,S2010,ECC2300,"ECC2300 - Crashes, crises and macroeconomic policy","This unit will examine recent developments in the economy, including the Global Financial Crisis and the COVID-19 recession, and apply macroeconomic theory to explain how they unfolded and how they relate to other trends in the macroeconomy. Topics covered include liquidity traps, secular stagnation, inequality, monetary policy and the rise … For more content click the Read more button below.","understand how economic theory and data are combined to analyse and frame macroeconomic policies| understand how macroeconomic data is created, and used to design macroeconomic policy| evaluate the contributions and limitations of economic analysis for helping to understand and to evaluate macroeconomic policy options| analyse the causes of recent economic crises, apply macroeconomic theory to understand how they unfolded and describe what policies were used to solve them.","ECC1000, ECF1100, ECW1101, ECB1101, ECX1200, ECB1102, ECW1102, ECF1200, ECC1100",,
Bachelor of Applied Data Science,S2010,ECC2010,ECC2010 - Intermediate macroeconomics,"This unit develops analytical tools for understanding macroeconomic fundamentals. It provides students with a unified framework that can be used to analyse macroeconomic issues such as employment, productivity, growth, inflation, business cycles, and macroeconomic policies. The unit combines macroeconomic theory with real-world applications.",understand the basic macroeconomic frameworks| analyse systematically the forces that determine changes in macroeconomic performance and living standards| appraise critically the important current macroeconomic issues| appreciate the nature and relevance of some significant recent developments in macroeconomics| engage in rigorous economic analysis.,"ECC1000, ECF1100, ECW1101, ECB1101, ECC1100, ECF1200, ECW1102, ECB1102, ECX1200","ECB2330, ECF2331, ECW2730",
Bachelor of Applied Data Science,S2010,ATS1309,ATS1309 - The geography of global challenges,"How can we understand and address the interlinked global challenges of environmental degradation, economic inequality, and population growth? ‘The geography of global challenges’ is an introductory unit in Human Geography that grapples with these questions, offering an insight into the relationships between human societies and their natural, rural, industrial and … For more content click the Read more button below.","identify and describe a range of key global challenges;| apply key theories and geographical methods to a range of economic, social and cultural issues;| select, organise and represent appropriate data in maps and tables for a variety of spatial scales;| discuss different perspectives and approaches to problems and their solutions;| work autonomously and collaboratively to investigate global and spatial change;| communicate findings and arguments effectively in writing.",,,
Bachelor of Applied Data Science,S2010,ATS1310,ATS1310 - Extreme earth! Natural hazards and human vulnerability,"This unit takes as its starting point the catastrophes of our world today, such as droughts, earthquakes, epidemics, fires, floods, hurricanes, landslides, tsunamis and weather extremes, and seeks to provide a blended understanding between the mechanics and dynamics of these environmental phenomena with the social contexts in which these disasters … For more content click the Read more button below.","Gain awareness of the range of environmental processes that are recognised as hazards to human lives, livelihoods and settlements| Understand the nature and origin of hazardous environmental processes, including concepts of event magnitude and frequency of occurrence| Appreciate regional variations in the characteristics of environmental and socio-economic processes that produce catastrophes| Recognize the social and demographic factors through which an environmental process becomes a human disaster| Appreciate the range of factors than may influence the vulnerability of particular regions or communities to hazardous environmental processes| Be able to summarise and discuss some of the strategies used to minimise the risk of environmental disaster and to respond to disasters that occur.",,,
Bachelor of Applied Data Science,S2010,ATS3229,ATS3229 - Cities and Sustainability,"Cities are dynamic and complex environments that now comprise the majority of the world’s population but they face an array of major challenges. These include: How do we make our cities more habitable and sustainable? How do we ensure social, economic, cultural, political and environmental equality? How does the geography … For more content click the Read more button below.","describe and apply the concept of sustainability to urban form and function| explain urban sustainability in relation to the environment, economy, society and politics| identify unsustainable urban policies and practices and suggest effective methods of improving sustainability| utilise selected geographic research skills and concepts relevant to sustainability in an urban context| design, apply and communicate Human Geography research in practice",,,
Bachelor of Applied Data Science,S2010,ATS2548,ATS2548 - Environmental policy and management,"This unit provides an introduction to different perspectives and issues that influence environmental policy and management. It examines the rise of environmentalism as a broad based movement and how it has led to the framing of environmental problems by policy makers and managers in terms of state regulation, market-based, and … For more content click the Read more button below.","Understand how environmental policy-making and management is positioned within governance structures and broader social and political contexts.| Understand the main approaches to policy and management| Understand the geographical relationship between environmental issues, policy and management across local, national, international, and global levels| Understand the strengths and limitations of scientific knowledge in environmental policy and management",,AZA3548,
Bachelor of Applied Data Science,S2010,EAE2011,EAE2011 - Environmental problem solving and visualisation,"This unit will provide you with the ability to solve a wide-ranging set of common problems in environmental and climate science. Through practical problem solving it will introduce quantitative methods and techniques used in environmental and climate science to analyse data, to build scientific models and to visualise key results. … For more content click the Read more button below.","Describe the basic methods for data analysis and scientific modelling of environmental and climate science.| Perform statistical analyses of environmental and climate data sets with numerical methods and visualise results using common tools, such as studio.| Analyse simple models in terms of sensitivities, quantitative and qualitative relationships.| Build simple quantitative models based on theoretical knowledge or statistical data analysis.| Communicate clearly the key concepts covered in the unit, both verbally and in written form.",,,
