"","Course","Course_code","Course_overview","Unit","Unit_code","Overview","RequesiteRules","LearningOutcome","Unit_type","Incompatible","Equivalent","Prerequisite"
"40","Master of Data Science - Melbourne (Bundoora)","SMDS","Data science professionals are in high demand in today’s data-driven world. Whether you’re already working in data science, or you’re ready to make a career change, our Master of Data Science prepares you for a successful career in this exciting field.Designed in collaboration with our industry partners, this degree gives you the knowledge, skills and hands-on experience to transition from university to the workplace. And with two early exit points along the way, you can be sure that every subject is contributing to your career.You’ll build fundamental skills in programming, databases, probability, statistics, data exploration and analysis. Got a particular interest in artificial intelligence, bioinformatics or sport analytics? This degree allows you to specialise in these areas and others, such as big data and cloud computing, business applications and data modelling and analytics.As you study, you’ll have opportunities to work with our industry partners on real-world projects and take on an industry work placement. If your sights are set on a research career, you can choose to undertake a thesis in computer science or statistics.Every step of the way, our supportive and highly qualified teaching staff will be there to offer ongoing support and advice.You'll learn:Data scienceGet practical experience with open-source software and platforms, including Python, R and Hadoop.Understand database fundamentals, programming languages such as Java and Python, and cloud-based services offered by Amazon, Google, IBM and Microsoft.Mathematics and statisticsLearn how to create complex models and use powerful tools for advanced analysis and problem-solving.Build your skills using real data sets from our industry partners and learn how to solve data challenges facing businesses and organisations.Project managementLearn how to manage large-scale IT projects and work in a team to develop a small-scale, industry-based system.Complementary skills in other disciplinesBoost your knowledge through electives in business, health sciences, artificial intelligence and cybersecurity.","SPATIAL ANALYSIS","STA5001","The subject introduces you to spatial data analysis. It surveys the theory of spatial random processes, spatial statistics models, and their applications to a wide range of areas, including image analysis and GIS (geographic information system). The subject will cover the methodology and modern developments for spatial-temporal modelling, estimation and prediction, spectral analysis of spatial processes and working with big spatial data. All the methods presented will be introduced and illustrated in the context of specific datasets with GRASS and R software. You will get experience with analysis of real-world data.","None","1.Formulate purposeful questions to explore new statistical ideas and subsequently design valid statistical experiments 2.Present clear, well structured analysis of important statistical model results 3.Creatively find solutions to real world problems consistent with those commonly faced by practicing statisticians 4.Professionally defend or question the validity of existing statistical analyses and associated evidence-based conclusions that are derived via application of sound spatial statistical methodology","Specialisation","SPATIAL ANALYSIS",NA,""
"41","Master of Data Science - Melbourne (Bundoora)","SMDS","Data science professionals are in high demand in today’s data-driven world. Whether you’re already working in data science, or you’re ready to make a career change, our Master of Data Science prepares you for a successful career in this exciting field.Designed in collaboration with our industry partners, this degree gives you the knowledge, skills and hands-on experience to transition from university to the workplace. And with two early exit points along the way, you can be sure that every subject is contributing to your career.You’ll build fundamental skills in programming, databases, probability, statistics, data exploration and analysis. Got a particular interest in artificial intelligence, bioinformatics or sport analytics? This degree allows you to specialise in these areas and others, such as big data and cloud computing, business applications and data modelling and analytics.As you study, you’ll have opportunities to work with our industry partners on real-world projects and take on an industry work placement. If your sights are set on a research career, you can choose to undertake a thesis in computer science or statistics.Every step of the way, our supportive and highly qualified teaching staff will be there to offer ongoing support and advice.You'll learn:Data scienceGet practical experience with open-source software and platforms, including Python, R and Hadoop.Understand database fundamentals, programming languages such as Java and Python, and cloud-based services offered by Amazon, Google, IBM and Microsoft.Mathematics and statisticsLearn how to create complex models and use powerful tools for advanced analysis and problem-solving.Build your skills using real data sets from our industry partners and learn how to solve data challenges facing businesses and organisations.Project managementLearn how to manage large-scale IT projects and work in a team to develop a small-scale, industry-based system.Complementary skills in other disciplinesBoost your knowledge through electives in business, health sciences, artificial intelligence and cybersecurity.","COMPLEXITY, CRYPTOGRAPHY AND COMPRESSION","MAT5CCC","In this subject students will develop the mathematical basis for cryptography and compression. A variety of specific methods of encryption and data compression will be learnt, including examples of historical relevance and examples of current usage in information transfer and storage. A number of underlying mathematical concepts will be encountered, including an introduction to computational complexity and randomness.","Prerequisites: Students must be admitted in one of the following courses: SHS (in mathematics or statistics or computer science), SMDS, SHCS, SMCYC, SMAI, SMELE, SMICT, SMIT, SMITCN, SMTNE, SMENM, SMENC. ","1.Classify computational problems in terms of basic complexity classes, and analyse comparative complexity by way of basic reductions 2.Apply a range of cryptographic techniques to encode and decode information 3.Apply compression algorithms and processes to digital informatio 4.Select and implement compression and/or encryption techniques appropriate for context 5.Write clear, well-structured written arguments to prove the validity of problem reductions 6.Implement low-level encryption and compression techniques within computer algebra package","Specialisation",NA,NA,NA
"42","Master of Data Science - Melbourne (Bundoora)","SMDS","Data science professionals are in high demand in today’s data-driven world. Whether you’re already working in data science, or you’re ready to make a career change, our Master of Data Science prepares you for a successful career in this exciting field.Designed in collaboration with our industry partners, this degree gives you the knowledge, skills and hands-on experience to transition from university to the workplace. And with two early exit points along the way, you can be sure that every subject is contributing to your career.You’ll build fundamental skills in programming, databases, probability, statistics, data exploration and analysis. Got a particular interest in artificial intelligence, bioinformatics or sport analytics? This degree allows you to specialise in these areas and others, such as big data and cloud computing, business applications and data modelling and analytics.As you study, you’ll have opportunities to work with our industry partners on real-world projects and take on an industry work placement. If your sights are set on a research career, you can choose to undertake a thesis in computer science or statistics.Every step of the way, our supportive and highly qualified teaching staff will be there to offer ongoing support and advice.You'll learn:Data scienceGet practical experience with open-source software and platforms, including Python, R and Hadoop.Understand database fundamentals, programming languages such as Java and Python, and cloud-based services offered by Amazon, Google, IBM and Microsoft.Mathematics and statisticsLearn how to create complex models and use powerful tools for advanced analysis and problem-solving.Build your skills using real data sets from our industry partners and learn how to solve data challenges facing businesses and organisations.Project managementLearn how to manage large-scale IT projects and work in a team to develop a small-scale, industry-based system.Complementary skills in other disciplinesBoost your knowledge through electives in business, health sciences, artificial intelligence and cybersecurity.","OPTIMISATION","MAT5OPT","Optimisation is the process of maximizing or minimizing some objective of interest, while satisfying constraints. Optimisation problems are fundamental and ubiquitous in the study of machine learning, signal processing, and statistics. This subject will develop the mathematical theory, introduce useful tools, and explain the algorithms and their implementation. A variety of distinct optimisation problem types will be encountered including linear, quadratic, and integer programming, as well as various unconstrained problems. Real world instances of such problems will be considered, and solution methods for such problems will be studied. A basic knowledge of calculus and real analysis is assumed.","Prerequisites: Must be admitted in one of the following courses: SHS (in mathematics, statistics) or SHCS or SMDS or SMENM ","1.Translate real-world problems into mathematical form, using the language of optimisation theory 2.Synthesise information, concepts and theories of unconstrained optimisation, and of linear, quadratic, and integer programming 3.Employ tools and implement solution methods and algorithms for unconstrained optimisation, and linear, quadratic, and integer programming 4.Apply optimisation techniques to a range of practical problems","Specialisation",NA,NA,NA
"43","Master of Data Science - Melbourne (Bundoora)","SMDS","Data science professionals are in high demand in today’s data-driven world. Whether you’re already working in data science, or you’re ready to make a career change, our Master of Data Science prepares you for a successful career in this exciting field.Designed in collaboration with our industry partners, this degree gives you the knowledge, skills and hands-on experience to transition from university to the workplace. And with two early exit points along the way, you can be sure that every subject is contributing to your career.You’ll build fundamental skills in programming, databases, probability, statistics, data exploration and analysis. Got a particular interest in artificial intelligence, bioinformatics or sport analytics? This degree allows you to specialise in these areas and others, such as big data and cloud computing, business applications and data modelling and analytics.As you study, you’ll have opportunities to work with our industry partners on real-world projects and take on an industry work placement. If your sights are set on a research career, you can choose to undertake a thesis in computer science or statistics.Every step of the way, our supportive and highly qualified teaching staff will be there to offer ongoing support and advice.You'll learn:Data scienceGet practical experience with open-source software and platforms, including Python, R and Hadoop.Understand database fundamentals, programming languages such as Java and Python, and cloud-based services offered by Amazon, Google, IBM and Microsoft.Mathematics and statisticsLearn how to create complex models and use powerful tools for advanced analysis and problem-solving.Build your skills using real data sets from our industry partners and learn how to solve data challenges facing businesses and organisations.Project managementLearn how to manage large-scale IT projects and work in a team to develop a small-scale, industry-based system.Complementary skills in other disciplinesBoost your knowledge through electives in business, health sciences, artificial intelligence and cybersecurity.","SPATIAL ANALYSIS","STA5001","The subject introduces you to spatial data analysis. It surveys the theory of spatial random processes, spatial statistics models, and their applications to a wide range of areas, including image analysis and GIS (geographic information system). The subject will cover the methodology and modern developments for spatial-temporal modelling, estimation and prediction, spectral analysis of spatial processes and working with big spatial data. All the methods presented will be introduced and illustrated in the context of specific datasets with GRASS and R software. You will get experience with analysis of real-world data.","None","1.Formulate purposeful questions to explore new statistical ideas and subsequently design valid statistical experiments 2.Present clear, well structured analysis of important statistical model results 3.Creatively find solutions to real world problems consistent with those commonly faced by practicing statisticians 4.Professionally defend or question the validity of existing statistical analyses and associated evidence-based conclusions that are derived via application of sound spatial statistical methodology","Specialisation","SPATIAL ANALYSIS",NA,""
"44","Master of Data Science - Melbourne (Bundoora)","SMDS","Data science professionals are in high demand in today’s data-driven world. Whether you’re already working in data science, or you’re ready to make a career change, our Master of Data Science prepares you for a successful career in this exciting field.Designed in collaboration with our industry partners, this degree gives you the knowledge, skills and hands-on experience to transition from university to the workplace. And with two early exit points along the way, you can be sure that every subject is contributing to your career.You’ll build fundamental skills in programming, databases, probability, statistics, data exploration and analysis. Got a particular interest in artificial intelligence, bioinformatics or sport analytics? This degree allows you to specialise in these areas and others, such as big data and cloud computing, business applications and data modelling and analytics.As you study, you’ll have opportunities to work with our industry partners on real-world projects and take on an industry work placement. If your sights are set on a research career, you can choose to undertake a thesis in computer science or statistics.Every step of the way, our supportive and highly qualified teaching staff will be there to offer ongoing support and advice.You'll learn:Data scienceGet practical experience with open-source software and platforms, including Python, R and Hadoop.Understand database fundamentals, programming languages such as Java and Python, and cloud-based services offered by Amazon, Google, IBM and Microsoft.Mathematics and statisticsLearn how to create complex models and use powerful tools for advanced analysis and problem-solving.Build your skills using real data sets from our industry partners and learn how to solve data challenges facing businesses and organisations.Project managementLearn how to manage large-scale IT projects and work in a team to develop a small-scale, industry-based system.Complementary skills in other disciplinesBoost your knowledge through electives in business, health sciences, artificial intelligence and cybersecurity.","META ANALYSIS","STA5MA","The literature abounds with findings that collectively may offer important new insights for the betterment of the medical, psychological and life sciences, to name just a few. This subject is designed to provide students with the ability to combine estimated measures of evidence, known as effects, from comparable studies to increase power. Estimators are introduced which are commonly found in meta-analytic research and pitfalls are discussed. On completion of the subject, the student will have an understanding of the different effects that can be collected from the literature as well as an appreciation of how effect sizes arising from data measured on different scales can be combined. Importantly, this subject also shows students how meta-regression can be used to account for study-specific covariates that cannot be adequately accounted for using random-effects models. The freely available software packages R and RevMan are used throughout the subject.","Prerequisites: Must be admitted in the Master of Data Science (SMDS) and have passed STM4PSD or both STA4SS and STM4PM Other students require Coordinators Approval ","1.Present clear, well-structured arguments that validate the combination of effect sizes from several studies that may differ in several aspects, including with respect to moderators and data measurement scales 2.Describe summary output from meta-analyses in a manner which can be understood by scientists with weak statistical backgrounds, but with knowledge from the discipline for which the research question is of interest 3.Demonstrate an expert understanding of the use of statistical software packages by carrying out valid analyses of real meta-data and providing clear interpretations of all computer output 4.Critique and summarise published meta-analyses, clearly highlighting weaknesses and flaws that undermine the key findings","Specialisation",NA,NA,NA
"45","Master of Data Science - Melbourne (Bundoora)","SMDS","Data science professionals are in high demand in today’s data-driven world. Whether you’re already working in data science, or you’re ready to make a career change, our Master of Data Science prepares you for a successful career in this exciting field.Designed in collaboration with our industry partners, this degree gives you the knowledge, skills and hands-on experience to transition from university to the workplace. And with two early exit points along the way, you can be sure that every subject is contributing to your career.You’ll build fundamental skills in programming, databases, probability, statistics, data exploration and analysis. Got a particular interest in artificial intelligence, bioinformatics or sport analytics? This degree allows you to specialise in these areas and others, such as big data and cloud computing, business applications and data modelling and analytics.As you study, you’ll have opportunities to work with our industry partners on real-world projects and take on an industry work placement. If your sights are set on a research career, you can choose to undertake a thesis in computer science or statistics.Every step of the way, our supportive and highly qualified teaching staff will be there to offer ongoing support and advice.You'll learn:Data scienceGet practical experience with open-source software and platforms, including Python, R and Hadoop.Understand database fundamentals, programming languages such as Java and Python, and cloud-based services offered by Amazon, Google, IBM and Microsoft.Mathematics and statisticsLearn how to create complex models and use powerful tools for advanced analysis and problem-solving.Build your skills using real data sets from our industry partners and learn how to solve data challenges facing businesses and organisations.Project managementLearn how to manage large-scale IT projects and work in a team to develop a small-scale, industry-based system.Complementary skills in other disciplinesBoost your knowledge through electives in business, health sciences, artificial intelligence and cybersecurity.","MACHINE LEARNING","CSE5ML","Quantitative analysis plays an important role in industrial data analytics and knowledge engineering, which makes it very useful to develop computing skills for data regression and classification. This subject covers fundamentals of machine learning techniques in theory and practice. The subject is designed to focus on solving industrial data modelling problems using neural networks. You will learn how to test various learning algorithms and compare performance evaluations. Some advanced machine learning techniques for data classification will also be addressed. You will work with industrial data modelling in labs and assignments to consolidate your knowledge and gain hands-on experience with machine learning applications","None","1.Explain associated concepts and applications of machine learning techniques  for data analytics 2.Critically identify the major components and system design in developing neural networks data regression and classification 3.Analyse data to design, implement and evaluate machine learning techniques for real world problem solving 4.Implement  a neural network with different learning algorithms for time- series forecasting with real world data from industry","Specialisation",NA,NA,"ARTIFICIAL INTELLIGENCE FUNDAMENTALS  , Graduate Certificate in Artificial Intelligence , INTRODUCTION TO PROGRAMMING, OBJECT-ORIENTED PROGRAMMING FUNDAMENTALS (PG)"
"46","Master of Data Science - Melbourne (Bundoora)","SMDS","Data science professionals are in high demand in today’s data-driven world. Whether you’re already working in data science, or you’re ready to make a career change, our Master of Data Science prepares you for a successful career in this exciting field.Designed in collaboration with our industry partners, this degree gives you the knowledge, skills and hands-on experience to transition from university to the workplace. And with two early exit points along the way, you can be sure that every subject is contributing to your career.You’ll build fundamental skills in programming, databases, probability, statistics, data exploration and analysis. Got a particular interest in artificial intelligence, bioinformatics or sport analytics? This degree allows you to specialise in these areas and others, such as big data and cloud computing, business applications and data modelling and analytics.As you study, you’ll have opportunities to work with our industry partners on real-world projects and take on an industry work placement. If your sights are set on a research career, you can choose to undertake a thesis in computer science or statistics.Every step of the way, our supportive and highly qualified teaching staff will be there to offer ongoing support and advice.You'll learn:Data scienceGet practical experience with open-source software and platforms, including Python, R and Hadoop.Understand database fundamentals, programming languages such as Java and Python, and cloud-based services offered by Amazon, Google, IBM and Microsoft.Mathematics and statisticsLearn how to create complex models and use powerful tools for advanced analysis and problem-solving.Build your skills using real data sets from our industry partners and learn how to solve data challenges facing businesses and organisations.Project managementLearn how to manage large-scale IT projects and work in a team to develop a small-scale, industry-based system.Complementary skills in other disciplinesBoost your knowledge through electives in business, health sciences, artificial intelligence and cybersecurity.","SPORT ANALYTICS IN PRACTICE","SPE5SAP","In this subject, you will apply theoretical understanding of analytics processes and methodologies to authentic sport-related data sets, such as seasonal AFL data to model and predict ladder positions and match outcomes. You will develop an analysis plan and implement this plan to formulate specific outcomes arising from the data analysis. You will use appropriate visual analytics tools to present your data to communicate formulated outcomes and findings.","None","1.Apply analytical knowledge and skills with a high level of personal autonomy and accountability to the analysis and evaluation of sport-related data in response to an identified need or sport- related question 2.Analyse existing sport-related data sets that have been generated in response to an identified need or sport-related question, with creativity and initiative 3.Critically analyse sport-related data sets and synthesise a range of relevant outcomes 4.Coherently communicate the outcomes of the analysis of sport-related data to a range of audiences, using visual analytics tools","Specialisation",NA,"SPORTS ANALYTICS IN PRACTICE","PRINCIPLES OF SPORT ANALYTICS, PRINCIPLES OF SPORTS ANALYTICS"
"47","Master of Data Science - Melbourne (Bundoora)","SMDS","Data science professionals are in high demand in today’s data-driven world. Whether you’re already working in data science, or you’re ready to make a career change, our Master of Data Science prepares you for a successful career in this exciting field.Designed in collaboration with our industry partners, this degree gives you the knowledge, skills and hands-on experience to transition from university to the workplace. And with two early exit points along the way, you can be sure that every subject is contributing to your career.You’ll build fundamental skills in programming, databases, probability, statistics, data exploration and analysis. Got a particular interest in artificial intelligence, bioinformatics or sport analytics? This degree allows you to specialise in these areas and others, such as big data and cloud computing, business applications and data modelling and analytics.As you study, you’ll have opportunities to work with our industry partners on real-world projects and take on an industry work placement. If your sights are set on a research career, you can choose to undertake a thesis in computer science or statistics.Every step of the way, our supportive and highly qualified teaching staff will be there to offer ongoing support and advice.You'll learn:Data scienceGet practical experience with open-source software and platforms, including Python, R and Hadoop.Understand database fundamentals, programming languages such as Java and Python, and cloud-based services offered by Amazon, Google, IBM and Microsoft.Mathematics and statisticsLearn how to create complex models and use powerful tools for advanced analysis and problem-solving.Build your skills using real data sets from our industry partners and learn how to solve data challenges facing businesses and organisations.Project managementLearn how to manage large-scale IT projects and work in a team to develop a small-scale, industry-based system.Complementary skills in other disciplinesBoost your knowledge through electives in business, health sciences, artificial intelligence and cybersecurity.","ADVANCED SPORT ANALYTICS","SPE5ASA","In this subject you will learn about advanced and contemporary topics in sport analytics and tools for understanding tactics and strategies in team sport by quantifying the value of individual and team actions using spatiotemporal and notation data. You will learn how to quantify skill and randomness in sport performance by understanding the statistical properties of sport performance metrics, and you will learn how to analyse wearable sensor and video data to automatically recognise and classify sport actions without the need for manual annotation.","None","1.Critically appraise and implement contemporary methods in sport analytic 2.Apply spatiotemporal and notational data to value sport action 3.Analyse and interpret the statistical properties of sport performance metric 4.Apply image and video analysis methods to sport vide","Specialisation",NA,NA,"PRINCIPLES OF SPORTS ANALYTICS, PRINCIPLES OF SPORT ANALYTICS"
"48","Master of Data Science - Melbourne (Bundoora)","SMDS","Data science professionals are in high demand in today’s data-driven world. Whether you’re already working in data science, or you’re ready to make a career change, our Master of Data Science prepares you for a successful career in this exciting field.Designed in collaboration with our industry partners, this degree gives you the knowledge, skills and hands-on experience to transition from university to the workplace. And with two early exit points along the way, you can be sure that every subject is contributing to your career.You’ll build fundamental skills in programming, databases, probability, statistics, data exploration and analysis. Got a particular interest in artificial intelligence, bioinformatics or sport analytics? This degree allows you to specialise in these areas and others, such as big data and cloud computing, business applications and data modelling and analytics.As you study, you’ll have opportunities to work with our industry partners on real-world projects and take on an industry work placement. If your sights are set on a research career, you can choose to undertake a thesis in computer science or statistics.Every step of the way, our supportive and highly qualified teaching staff will be there to offer ongoing support and advice.You'll learn:Data scienceGet practical experience with open-source software and platforms, including Python, R and Hadoop.Understand database fundamentals, programming languages such as Java and Python, and cloud-based services offered by Amazon, Google, IBM and Microsoft.Mathematics and statisticsLearn how to create complex models and use powerful tools for advanced analysis and problem-solving.Build your skills using real data sets from our industry partners and learn how to solve data challenges facing businesses and organisations.Project managementLearn how to manage large-scale IT projects and work in a team to develop a small-scale, industry-based system.Complementary skills in other disciplinesBoost your knowledge through electives in business, health sciences, artificial intelligence and cybersecurity.","PRINCIPLES OF SPORT ANALYTICS","SPE5PSA","In this subject, you will explore the principles of analytics within the context of sporting environments. You will learn to apply the mathematical and statistical architecture and rationale that underpins a range of sport analytics methods. Practices in handling, cleaning and processing data generated from sport will be examined. You will learn to apply basic programming and coding skills to analyse sport-related data and answer complex questions.","None","1.Apply analytical knowledge, principles and skills with initiative to new situations in sport and sport-related practice environment 2.Analyse mathematical and statistical architecture to synthesize analytical approaches to complex sport-related problem 3.Apply theoretical principles to common practices in handling, cleaning and processing data related to spor 4.Analyse data using basic programming skills to answer complex questions related to spor","Specialisation",NA,"PRINCIPLES OF SPORTS ANALYTICS",NA
"49","Master of Data Science - Melbourne (Bundoora)","SMDS","Data science professionals are in high demand in today’s data-driven world. Whether you’re already working in data science, or you’re ready to make a career change, our Master of Data Science prepares you for a successful career in this exciting field.Designed in collaboration with our industry partners, this degree gives you the knowledge, skills and hands-on experience to transition from university to the workplace. And with two early exit points along the way, you can be sure that every subject is contributing to your career.You’ll build fundamental skills in programming, databases, probability, statistics, data exploration and analysis. Got a particular interest in artificial intelligence, bioinformatics or sport analytics? This degree allows you to specialise in these areas and others, such as big data and cloud computing, business applications and data modelling and analytics.As you study, you’ll have opportunities to work with our industry partners on real-world projects and take on an industry work placement. If your sights are set on a research career, you can choose to undertake a thesis in computer science or statistics.Every step of the way, our supportive and highly qualified teaching staff will be there to offer ongoing support and advice.You'll learn:Data scienceGet practical experience with open-source software and platforms, including Python, R and Hadoop.Understand database fundamentals, programming languages such as Java and Python, and cloud-based services offered by Amazon, Google, IBM and Microsoft.Mathematics and statisticsLearn how to create complex models and use powerful tools for advanced analysis and problem-solving.Build your skills using real data sets from our industry partners and learn how to solve data challenges facing businesses and organisations.Project managementLearn how to manage large-scale IT projects and work in a team to develop a small-scale, industry-based system.Complementary skills in other disciplinesBoost your knowledge through electives in business, health sciences, artificial intelligence and cybersecurity.","ANALYSIS OF REPEATED MEASURES","STA5ARM","Repeated measures data is used commonly in many disciplines including health, psychology, economics and biology. This subject provides students with the knowledge of how to perform the appropriate statistical analysis in a repeated measures data environment by using models such as the linear mixed model, correlated random effects model and marginal model. Students will learn how to examine research questions by applying these models using the R statistical package.","Prerequisites: Must be admitted in the Master of Data Science (SMDS) and have passed STM4PSD Other students require Coordinators Approval. The prerequisite subjects are waived for students enrolled in either of the courses LMBAN, BM005 or LMFAN.  ","1.Use specialised computer software to critically analyse, reflect on and summarise complex information, problems and concepts for repeated measures data 2.Demonstrate an understanding of complex repeated measures regression models by expressing a research question in the form of a regression model 3.Use advanced written communication skills to disseminate findings from analyses of repeated measures data at a level commensurate with what is appropriate in the scientific literature for a range of disciplines 4.Use advanced written communication skills to critique published analyses of repeated measures data and to justify findings that result from applying a variety of methods","Specialisation",NA,NA,NA
"50","Master of Data Science - Melbourne (Bundoora)","SMDS","Data science professionals are in high demand in today’s data-driven world. Whether you’re already working in data science, or you’re ready to make a career change, our Master of Data Science prepares you for a successful career in this exciting field.Designed in collaboration with our industry partners, this degree gives you the knowledge, skills and hands-on experience to transition from university to the workplace. And with two early exit points along the way, you can be sure that every subject is contributing to your career.You’ll build fundamental skills in programming, databases, probability, statistics, data exploration and analysis. Got a particular interest in artificial intelligence, bioinformatics or sport analytics? This degree allows you to specialise in these areas and others, such as big data and cloud computing, business applications and data modelling and analytics.As you study, you’ll have opportunities to work with our industry partners on real-world projects and take on an industry work placement. If your sights are set on a research career, you can choose to undertake a thesis in computer science or statistics.Every step of the way, our supportive and highly qualified teaching staff will be there to offer ongoing support and advice.You'll learn:Data scienceGet practical experience with open-source software and platforms, including Python, R and Hadoop.Understand database fundamentals, programming languages such as Java and Python, and cloud-based services offered by Amazon, Google, IBM and Microsoft.Mathematics and statisticsLearn how to create complex models and use powerful tools for advanced analysis and problem-solving.Build your skills using real data sets from our industry partners and learn how to solve data challenges facing businesses and organisations.Project managementLearn how to manage large-scale IT projects and work in a team to develop a small-scale, industry-based system.Complementary skills in other disciplinesBoost your knowledge through electives in business, health sciences, artificial intelligence and cybersecurity.","SPATIAL ANALYSIS","STA5001","The subject introduces you to spatial data analysis. It surveys the theory of spatial random processes, spatial statistics models, and their applications to a wide range of areas, including image analysis and GIS (geographic information system). The subject will cover the methodology and modern developments for spatial-temporal modelling, estimation and prediction, spectral analysis of spatial processes and working with big spatial data. All the methods presented will be introduced and illustrated in the context of specific datasets with GRASS and R software. You will get experience with analysis of real-world data.","None","1.Formulate purposeful questions to explore new statistical ideas and subsequently design valid statistical experiments 2.Present clear, well structured analysis of important statistical model results 3.Creatively find solutions to real world problems consistent with those commonly faced by practicing statisticians 4.Professionally defend or question the validity of existing statistical analyses and associated evidence-based conclusions that are derived via application of sound spatial statistical methodology","Specialisation","SPATIAL ANALYSIS",NA,""
"51","Master of Data Science - Melbourne (Bundoora)","SMDS","Data science professionals are in high demand in today’s data-driven world. Whether you’re already working in data science, or you’re ready to make a career change, our Master of Data Science prepares you for a successful career in this exciting field.Designed in collaboration with our industry partners, this degree gives you the knowledge, skills and hands-on experience to transition from university to the workplace. And with two early exit points along the way, you can be sure that every subject is contributing to your career.You’ll build fundamental skills in programming, databases, probability, statistics, data exploration and analysis. Got a particular interest in artificial intelligence, bioinformatics or sport analytics? This degree allows you to specialise in these areas and others, such as big data and cloud computing, business applications and data modelling and analytics.As you study, you’ll have opportunities to work with our industry partners on real-world projects and take on an industry work placement. If your sights are set on a research career, you can choose to undertake a thesis in computer science or statistics.Every step of the way, our supportive and highly qualified teaching staff will be there to offer ongoing support and advice.You'll learn:Data scienceGet practical experience with open-source software and platforms, including Python, R and Hadoop.Understand database fundamentals, programming languages such as Java and Python, and cloud-based services offered by Amazon, Google, IBM and Microsoft.Mathematics and statisticsLearn how to create complex models and use powerful tools for advanced analysis and problem-solving.Build your skills using real data sets from our industry partners and learn how to solve data challenges facing businesses and organisations.Project managementLearn how to manage large-scale IT projects and work in a team to develop a small-scale, industry-based system.Complementary skills in other disciplinesBoost your knowledge through electives in business, health sciences, artificial intelligence and cybersecurity.","META ANALYSIS","STA5MA","The literature abounds with findings that collectively may offer important new insights for the betterment of the medical, psychological and life sciences, to name just a few. This subject is designed to provide students with the ability to combine estimated measures of evidence, known as effects, from comparable studies to increase power. Estimators are introduced which are commonly found in meta-analytic research and pitfalls are discussed. On completion of the subject, the student will have an understanding of the different effects that can be collected from the literature as well as an appreciation of how effect sizes arising from data measured on different scales can be combined. Importantly, this subject also shows students how meta-regression can be used to account for study-specific covariates that cannot be adequately accounted for using random-effects models. The freely available software packages R and RevMan are used throughout the subject.","Prerequisites: Must be admitted in the Master of Data Science (SMDS) and have passed STM4PSD or both STA4SS and STM4PM Other students require Coordinators Approval ","1.Present clear, well-structured arguments that validate the combination of effect sizes from several studies that may differ in several aspects, including with respect to moderators and data measurement scales 2.Describe summary output from meta-analyses in a manner which can be understood by scientists with weak statistical backgrounds, but with knowledge from the discipline for which the research question is of interest 3.Demonstrate an expert understanding of the use of statistical software packages by carrying out valid analyses of real meta-data and providing clear interpretations of all computer output 4.Critique and summarise published meta-analyses, clearly highlighting weaknesses and flaws that undermine the key findings","Specialisation",NA,NA,NA
